Codigo	Descripcion	Precio Costo	Precio Venta	Precio Mayoreo	Inventario	Inv. Minimo	Departamento
 TETSR LEUCEMIAFEL	Prueba Rapida De Leucemia/Inmunodeficiencia	$0.00	$600.00	$400.00	1	0	DEL VALLE
 TESK DISTEMPER 	Prueba Rapida Distemper Canino Biosintek	$208.00	$550.00	$310.00	7	0	DEL VALLE
 J3L15300	Pulgaton Shampoo 250ml	$84.00	$120.00	$112.00	4	2	- Sin Departamento -
 PULGAT	Pulgaton Talco 	$87.00	$150.00	$0.00	4	2	LAS POTRANCAS
3.7601E+12	Pyoclean Oto Pipetas	$47.00	$100.00	$55.00	11	5	DYSVET
 Q-7300-043	Q-Pet Antiparasitario Inyectable	$100.00	$200.00	$115.00	3	1	- Sin Departamento -
10300	QUIMICA SANGUINEA	$0.00	$750.00	$0.00	0	0	DEL VALLE
10292	QUIMICA SANGUINEA 	$0.00	$750.00	$0.00	0	0	DEL VALLE
10293	QUIMICA SANGUINEA	$0.00	$750.00	$0.00	1	0	DEL VALLE
10294	QUIMICA SANGUINEA 	$0.00	$750.00	$0.00	0	0	DEL VALLE
10295	QUIMICA SANGUINEA 	$0.00	$750.00	$0.00	0	0	DEL VALLE
10296	QUIMICA SANGUINEA 	$0.00	$750.00	$0.00	1	0	DEL VALLE
10297	QUIMICA SANGUINEA 	$0.00	$750.00	$0.00	0	0	DEL VALLE
10298	QUIMICA SANGUINEA 	$0.00	$750.00	$0.00	0	0	DEL VALLE
10299	QUIMICA SANGUINEA 	$0.00	$750.00	$0.00	0	0	DEL VALLE
7.50302E+12	QUIMIPIROMA 50 ML	$68.00	$150.00	$80.00	2	0	- Sin Departamento -
7.50302E+12	Quimigen 100ml 	$292.00	$400.00	$340.00	2	0	- Sin Departamento -
7.50302E+12	Quimiopirona 20ml	$35.00	$100.00	$0.00	4	0	- Sin Departamento -
7.50223E+12	RAMIPRIL PLUS 5 	$332.00	$550.00	$350.00	5	0	SANTA MARIA
 Q274945	RENALOF 30ML	$366.00	$650.00	$500.00	0	1	ESPINOSA
7.503E+12	RX Spectrum 20 Tabs	$250.00	$300.00	$287.00	0	0	dist.gomez tagle
7.50228E+12	RX. Relaxicam 10ml 	$84.00	$150.00	$92.00	0	0	dist.gomez tagle
7.50223E+12	Ramipril L	$550.00	$800.00	$0.00	1	0	SANTA MARIA
7.50223E+12	Ramipril M	$341.00	$600.00	$0.00	1	0	SANTA MARIA
7.50223E+12	Ramipril S	$232.00	$450.00	$0.00	7	0	SANTA MARIA
7.50641E+12	Ran-Tac	$110.00	$200.00	$127.00	0	1	- Sin Departamento -
8.47E+12	Renalof 150ml 	"$1,290.00"	"$1,800.00"	"$1,450.00"	2	1	ESPINOSA
7.50302E+12	Renaquel Can	$664.00	$950.00	$860.00	1	1	DYSVET
7.50302E+12	Renaquel Fel	$628.00	$850.00	$811.00	0	1	DYSVET
7517127	Repelente Entranador 	$110.00	$200.00	$150.00	1	0	DIPROFARVET
7.50636E+12	Respimed 30 Tab	$194.00	$300.00	$240.00	4	1	ESPINOSA
7.50635E+12	Resveflex 20	$0.00	"$1,300.00"	$950.00	3	2	ESPINOSA
7.50635E+12	Resveflex-P	$642.07	"$1,200.00"	"$1,000.00"	4	1	ESPINOSA
30111447258	Royal Canin Lata Gastrointestinal Para Gatos 145gr	$60.00	$80.00	$70.00	2	0	Diveca
30111442819	Royal Canin Satiety Support 145gr	$60.00	$80.00	$70.00	0	1	Diveca
 ARENASCOOP 	SCOOP AWAY 4.75 KG 	$0.00	$220.00	$0.00	4	0	PAU
7.50109E+12	SEVERIN (NIMESULINA) 60ML	$144.50	$250.00	$190.00	3	0	LAS POTRANCAS
 MUI 1	STREPTO LER 1 MUI	$61.00	$140.00	$0.00	2	0	aranda 
 Q-097-023	STREPTO LER 2 MUI	$81.00	$150.00	$0.00	2	0	aranda 
 Q-0970-024	STREPTO LER 4MUI	$109.00	$200.00	$0.00	2	0	aranda 
7.50635E+12	SUCRALVET 30 Ml 	$231.00	$550.00	$0.00	3	0	ESPINOSA
7.50304E+12	SULFAXAL PLUS 100 ML	$105.00	$250.00	$180.00	17	0	- Sin Departamento -
7.50304E+12	SULFAXAL PLUS 60 ML	$89.00	$180.00	$130.00	16	0	- Sin Departamento -
 SUO	SUO.OPLEX 20ML	$85.00	$150.00	$0.00	2	0	LAS POTRANCAS
7.34448E+11	Sanitor Forte Gotero	$52.00	$120.00	$70.00	7	3	aranda 
7.50641E+12	Sanitor Forte Spray	$87.00	$100.00	$100.00	1	2	- Sin Departamento -
7.70712E+12	Sanivet Plus 40gr Crema Topica 	$180.00	$180.00	$180.00	0	1	LAS POTRANCAS
7.50635E+12	Secrets Active	$121.00	$180.00	$140.00	2	2	dist.gomez tagle
7.50635E+12	Secrets Home	$121.00	$180.00	$140.00	0	2	dist.gomez tagle
7.50634E+12	Sedalpharma-Pentobarbital Sodico 100ml	$500.00	$645.00	$575.00	1	1	- Sin Departamento -
7.50635E+12	Shampoo Black Hair	$124.00	$180.00	$143.00	4	2	dist.gomez tagle
7.34448E+11	Shampoo En Seco	$195.00	$300.00	$225.00	1	1	- Sin Departamento -
7.50635E+12	Shampoo Y Acondicionador Wuite Hair	$124.00	$180.00	$143.00	3	2	dist.gomez tagle
7.50635E+12	Siliprotec Natural  60 Tab	$325.00	$550.00	$350.00	1	1	ESPINOSA
 635187Z	Simparica	$0.00	$250.00	$0.00	0.5	2	- Sin Departamento -
5.41474E+12	Simparica 10-20kg	$155.00	$280.00	$220.00	1	3	zegues
5.41474E+12	Simparica 2.5-5	$137.00	$230.00	$170.00	1	3	zegues
5.41474E+12	Simparica 20-40kg	$170.00	$350.00	$200.00	4	3	zegues
5.41474E+12	Simparica 5-10kg	$145.00	$260.00	$200.00	1	0	zegues
5.41474E+12	Simparica Trio 10-20kg De Pv	$183.00	$380.00	$230.00	2	2	TIPACAMU
5.41474E+12	Simparica Trio 2.5-5kg	$170.00	$320.00	$200.00	10	5	zegues
5.41474E+12	Simparica Trio 20-40 Kg	$192.50	$420.00	$250.00	0	0	TIPACAMU
5.41474E+12	Simparica Trio 40-60kg	$195.00	$450.00	$225.00	1	0	HUIMANGUILLO
5.41474E+12	Simparica Trio 5-10kg	$173.00	$370.00	$210.00	0	0	TIPACAMU
7.50636E+12	Sindol Oral Gotas	$165.00	$250.00	$200.00	4	1	ESPINOSA
7.50636E+12	Sindol Unguento 200g	$209.00	$350.00	$250.00	1	0	ESPINOSA
7.50301E+12	Soluvet 5 Lts	$739.00	"$1,000.00"	$850.00	1	0	DIPROFARVET
7.50635E+12	Spiruvet	$332.50	$450.00	$380.00	3	1	ESPINOSA
6.71876E+11	Stay Mighty	$200.00	$400.00	$220.00	1	0	aranda 
7.50635E+12	Sucral Kiron 	$161.25	$280.00	$240.00	4	0	ESPINOSA
7.50635E+12	Sucralvet 15 Ml 	$0.00	$380.00	$0.00	3	3	ESPINOSA
7.50304E+12	Sukral-On 100ml	$189.00	$300.00	$250.00	2	0	ESPINOSA
7.50304E+12	Sukral-On Susp 60ml	$154.00	$280.00	$220.00	0	2	ESPINOSA
7.34448E+11	Sulfaprim	$353.00	$550.00	$420.00	1	0	- Sin Departamento -
 SUPERFLUMI4	Super Flumin-Strep 4 Millones	$168.00	$250.00	$190.00	14	3	MERAGRO
7.50014E+12	Suturas Acido Piliglicolico #0	$350.00	$520.00	$403.00	39	5	distr. tapachula
7.50014E+12	Suturas Acido Poliglicolico #1	$350.00	$520.00	$350.00	118	10	distr. tapachula
7.50126E+12	Suturas Polidioxanona Monofilamentos #3	$350.00	$520.00	$350.00	4	1	distr. tapachula
8.71318E+12	T61	"$1,073.00"	"$1,500.00"	"$1,250.00"	2	0	segavet
7.89619E+12	TAKTIK 200ML 	$313.00	$500.00	$380.00	0	0	DIPROFARVET
 TINCION	TINCIÓN DIFF QUICK PACK 3	"$1,365.00"	"$1,365.00"	"$1,365.00"	1	0	SAN LUIS
7.50302E+12	TOBRACETIL	$183.00	$300.00	$250.00	2	0	- Sin Departamento -
7.50223E+12	TOBRAPETS GOTAS 10 ML 	$114.00	$200.00	$170.00	0	0	SANTA MARIA
7.50657E+12	TRAMA-PEEK 30ML	$73.00	$150.00	$0.00	0	0	aranda 
7.50223E+12	TRAMADOL JET 	$265.00	$350.00	$0.00	1	0	SANTA MARIA
7.50223E+12	TRAMADOL L TABLETAS	$177.00	$280.00	$0.00	1	0	SANTA MARIA
7.50223E+12	TRANSPORTADORA E. CHICA 	$276.00	$600.00	$0.00	1	0	colibri
 TRANS 3	TRANSPORTADORA GATO AZUL 	$209.00	$450.00	$0.00	0	0	accesorios
 TRANPORTADORA	TRANSPORTADORA HOJAS	$209.00	$450.00	$0.00	0	0	- Sin Departamento -
 TRASN2	TRASNPORTADORA MANGITOS GATO	$209.00	$450.00	$0.00	0	0	accesorios
7.50223E+12	TRASPORTADORA DOBLE PUERTA. R 	$380.00	$950.00	$0.00	0	0	colibri
7.50223E+12	TRASPORTADORA GRANDE Mediana 	$829.00	"$1,250.00"	$0.00	1	0	colibri
 TRIMELER	TRIMELER 24 	$323.00	$500.00	$400.00	1	0	aranda 
7.34448E+11	Talco Antipulgas Clean Guard	$84.00	$150.00	$95.00	0	0	- Sin Departamento -
7.79818E+12	Tau Oftalmico Morado Clorafenicol/ Oftalmico 	$190.00	$290.00	$219.00	0	1	- Sin Departamento -
7.79818E+12	Tau Oftalmico Simple 10ml	$120.00	$250.00	$138.00	2	1	- Sin Departamento -
7.50635E+12	Terbigerm Otico 	$350.00	$450.00	$0.00	1	0	ESPINOSA
7.50635E+12	Terbigerm Shampoo	$287.00	$380.00	$330.00	4	1	ESPINOSA
7.50635E+12	Terbigerm Spray	$200.00	$350.00	$230.00	1	2	ESPINOSA
7.50635E+12	Terbigerm-P Spray 120ml 	$308.00	$370.00	$350.00	3	3	ESPINOSA
7.50635E+12	Terbinafin Tabletas	$240.00	$400.00	$280.00	6	0	ESPINOSA
7.50634E+12	Terzoo Jabon De Avena 80gr	$62.00	$90.00	$72.00	1	2	LAS POTRANCAS
7.50635E+12	Tilosinn 300	$430.00	$550.00	$0.00	1	1	ESPINOSA
7.50635E+12	Tilossin 100	$252.00	$360.00	$300.00	3	1	ESPINOSA
7.50635E+12	Toledinn 50 Ml 	$238.00	$350.00	$274.00	1	1	ESPINOSA
7.34448E+11	Trafull 10kg 	$25.00	$50.00	$30.00	2	5	- Sin Departamento -
7.50223E+12	Transportadora Chica Reforzada 	$445.00	$820.00	$0.00	0	0	alimentos colibri
7.50223E+12	Transportadora Grande Reforzada 	"$1,499.00"	"$2,300.00"	"$1,800.00"	0	0	alimentos colibri
7.50223E+12	Transportadora Mediana Ecom 	$515.00	$800.00	$0.00	0	0	colibri
 KIT 3	Tratamiento Ojo Seco	$541.00	$750.00	$700.00	1	3	SANTA MARIA
 KIT 1	Tratamiento Para Ulcera Complicada	$412.00	$700.00	$600.00	1	1	SANTA MARIA
 KIT 2	Tratamiento Para Ulcera Simple	$387.00	$600.00	$500.00	1	3	SANTA MARIA
5.50302E+12	Travosant	$356.00	$550.00	$410.00	3	1	SANTA MARIA
 J2L14643	Tremax 12 Tab Analgesico Antiinflamatorio Y Antipiretico	$133.00	$300.00	$200.00	2	1	DIPROFARVET
7.50636E+12	Trimidol 20ml	$302.00	$400.00	$0.00	2	0	ESPINOSA
 VC.F3	Triple Felina MAS RABIA VIBIX F3 + R	$150.00	$350.00	$200.00	11	3	- Sin Departamento -
 47382 K	Tylogen Reforzado 100ml	$420.00	$800.00	$483.00	1	3	MERAGRO
 43782K	Tylogen Reforzado 50 Ml	$299.00	$500.00	$345.00	1	1	MERAGRO
8.43623E+11	URANOTEST FelV-FIV	$363.00	$600.00	$420.00	13	3	segavet
7.50302E+12	Ulcera Corneal Complicada	$412.00	$600.00	$500.00	2	1	SANTA MARIA
7.50302E+12	Ulcera Corneal Simple	$365.00	$550.00	$480.00	0	1	SANTA MARIA
7.50635E+12	Ulcetrat 50 10 Tabletas	$15.00	$35.00	$22.00	6	6	ESPINOSA
8.43653E+12	Uranotest Copro	$300.00	$450.00	$400.00	9	2	- Sin Departamento -
8.43653E+12	Uranotest Quattro	$545.00	$700.00	$650.00	3	1	- Sin Departamento -
7.50635E+12	Uro-In	$555.00	$750.00	$0.00	1	0	ESPINOSA
40041895	VAC BRONCHICINE	$85.00	$250.00	$120.00	18	3	TIPACAMU
40034650	VAC CPV PLUS	$77.00	$200.00	$100.00	25	5	- Sin Departamento -
83976102	VAC FELINA FELIGEN CRP/R	$188.00	$450.00	$250.00	0	5	- Sin Departamento -
7.50201E+12	VACUNA TRIPLE FELINA 	$128.00	$300.00	$183.00	19	3	segavet
7.50634E+12	VITHA TABS 30 TAB	$143.00	$260.00	$200.00	0	0	dist.gomez tagle
7.50634E+12	VITHA TABS SB RAZAS PEQUE	$157.00	$260.00	$200.00	0	0	dist.gomez tagle
7.50634E+12	VITHA TABS SENIOR 30 TAB	$219.00	$400.00	$330.00	1	0	dist.gomez tagle
 VC.BO	Vacuna Bordetella	$95.60	$300.00	$100.00	15	3	- Sin Departamento -
 VC.L	Vacuna Contra Leucemia Felina 	$147.00	$300.00	$170.00	1	3	- Sin Departamento -
8.71318E+12	Vacuna DP Msd	$170.00	$250.00	$200.00	0	5	- Sin Departamento -
 VC.G	Vacuna Giardia 	$152.00	$250.00	$175.00	18	3	TIPACAMU
75039967	Vacuna Inmunovax 5	$0.00	$350.00	$0.00	0	5	- Sin Departamento -
 VAC	Vacuna Parvo Corona	$73.30	$200.00	$90.00	0	5	TIPACAMU
 VC.	Vacuna Parvo Norvet	$75.00	$200.00	$90.00	0	10	TIPACAMU
11111	Vacuna Parvo Zoetis	$77.00	$200.00	$95.00	21	5	TIPACAMU
 VC.5	Vacuna Quintuple 	$118.60	$350.00	$150.00	9	3	TIPACAMU
 VC.D	Vacuna Rabia 	$42.50	$150.00	$85.00	27	10	TIPACAMU
6666	Vacuna Sextuple	$0.00	$400.00	$0.00	12	0	- Sin Departamento -
 VC.T	Vacuna Triple	$88.40	$250.00	$120.00	10	5	TIPACAMU
7.50105E+12	Vatriderm/ Jabon Dermatologico/100gr	$90.26	$140.00	$110.00	0	1	CATSAVET
 LSAS94006	Venda Elastica 	$15.00	$30.00	$25.00	8	5	- Sin Departamento -
5.70319E+12	Venda Elastica Con Patron 	$45.00	$100.00	$52.00	9	3	- Sin Departamento -
 VT16923	Venzil 2.5kg 20 Tab	$15.00	$30.00	$25.00	20	20	SANTA MARIA
 VT201223	Venzil-10kg 60 Tab	$20.00	$50.00	$30.00	58	60	SANTA MARIA
 VERED	Veredcan 50 ml	$60.00	$120.00	$70.00	1	3	segavet
202305	Vermicam Antiparasitario De 50ml 	$75.00	$150.00	$90.00	5	3	segavet
 VES-NE	Vestido Chico Negro	$80.00	$110.00	$0.00	1	1	accesorios
 VES-RO	Vestido Rojo Mediano 	$80.00	$160.00	$0.00	1	1	accesorios
7.50301E+12	Veteribac 120ml Antiseptico	$135.00	$180.00	$156.00	2	3	DIPROFARVET
7.50636E+12	Veteribac 60ml Antiseptico 	$0.00	$120.00	$96.00	0	3	DIPROFARVET
7.50301E+12	Veteribac 75gr Gel Antiseptico	$135.00	$250.00	$170.00	0	3	DIPROFARVET
7.50636E+12	Veteribac Gel 500g	$322.00	$450.00	$370.00	0	0	DIPROFARVET
5.42004E+12	Vetriderms Shampoo	$0.00	$250.00	$140.00	3	0	- Sin Departamento -
7.50634E+12	Virustad 50 Ml Cad Feb 2026	$0.00	$250.00	$0.00	1	1	- Sin Departamento -
7.34448E+11	Vita.Joint Pet 50 Tab	$419.00	$600.00	$487.00	0	2	- Sin Departamento -
 F-23093	Vitaler Puppy 60 Tab	$212.00	$350.00	$244.00	1	1	aranda 
7.34448E+11	Vitalex Pet 100gr	$165.00	$250.00	$190.00	0	1	- Sin Departamento -
 212101P	Vitaminas+carnitina 150ml Sol. Oral	$270.00	$390.00	$320.00	0	1	LAS POTRANCAS
7.50634E+12	Vitare 60 Ml 	$171.00	$250.00	$181.00	0	0	LAS POTRANCAS
7.50634E+12	Vitare TUBO  60gr	$168.00	$250.00	$220.00	5	2	LAS POTRANCAS
7.79804E+12	Viviram-V 	$690.00	$750.00	$750.00	2	1	segavet
 662302P	Xilazina Al 10% 50ml	"$4,500.00"	$750.00	$600.00	14	2	- Sin Departamento -
250201	Yail Sapray 100 Ml 	$148.00	$200.00	$170.00	1	0	ESPINOSA
7.34448E+11	Yodo Desinfectante 120 Ml	$89.00	$120.00	$100.00	1	2	DIAGIPE
 YODO	Yodo Ver 120ml	$63.00	$80.00	$73.00	0	2	LAS POTRANCAS
 ZAC	ZAUNA Dulce Tentacion 	$230.00	$350.00	$0.00	0	0	DIPROFARVET
 ZA	ZAUNA Mar Fresco	$230.00	$350.00	$0.00	0	0	DIPROFARVET
7.50109E+12	ZONAVET	$182.00	$260.00	$0.00	6	0	LAS POTRANCAS
7.50302E+12	Zeax Suplemento Oftalmico 45 Tabletas 	$338.00	$750.00	$500.00	0	0	SANTA MARIA
7.50302E+12	Zeax Suplemento Oftalmico 90 Capsulas	$677.00	$950.00	$850.00	0	1	SANTA MARIA
 J3D14847	Zolcin 12 Tab Antibiotico (problemas Digestivos) 	$109.00	$280.00	$120.00	1	3	DIPROFARVET
7.50201E+12	Zoletil 100	"$5,200.00"	$720.00	$560.00	15	3	- Sin Departamento -
7.50109E+12	Zopol Grin 10ml	$165.00	$300.00	$190.00	2	1	el vaquero
7.34448E+11	Zuri-Cox Antiparasitario De 100ml	$144.00	$250.00	$166.00	0	3	HUIMANGUILLO
 J2I14513	Zytrochem 6 Tab 	$84.00	$200.00	$100.00	2	2	- Sin Departamento -
